layer,head,sq_diff
12,18,0.111785888671875
12,19,0.070098876953125
12,20,0.04346466064453125
12,21,0.16847991943359375
12,22,0.0969085693359375
12,23,0.433380126953125
12,24,0.0672607421875
12,25,0.30975341796875
12,26,0.558013916015625
12,27,0.0954132080078125
12,28,0.489227294921875
12,29,0.1091156005859375
12,30,0.17266082763671875
12,31,0.11529541015625
13,0,0.14826202392578125
13,1,0.10022735595703125
13,2,0.5824127197265625
13,3,0.2161102294921875
13,4,0.2229156494140625
13,5,0.1696624755859375
13,6,0.09204864501953125
13,7,0.172607421875
13,8,0.2719879150390625
13,9,0.289337158203125
13,10,0.11138153076171875
13,11,0.990631103515625
13,12,0.3398590087890625
13,13,0.10295867919921875
13,14,0.210845947265625
13,15,0.254119873046875
13,16,0.111053466796875
13,17,0.37884521484375
13,18,0.220428466796875
13,19,0.668609619140625
13,20,0.328857421875
13,21,0.2315826416015625
13,22,0.092071533203125
13,23,0.5506591796875
13,24,0.1145782470703125
13,25,0.1739044189453125
13,26,0.11279296875
13,27,0.0544281005859375
13,28,0.087310791015625
13,29,0.0920257568359375
13,30,0.197967529296875
13,31,0.1549072265625
14,0,0.11405181884765625
14,1,0.821807861328125
14,2,0.5144500732421875
14,3,0.5926513671875
14,4,0.322540283203125
14,5,0.223358154296875
14,6,0.580078125
14,7,0.73529052734375
14,8,0.2923583984375
14,9,0.352630615234375
14,10,0.47540283203125
14,11,0.168243408203125
14,12,0.5577850341796875
14,13,0.738311767578125
14,14,0.1551666259765625
14,15,0.2812042236328125
14,16,1.29937744140625
14,17,0.354339599609375
14,18,0.517913818359375
14,19,0.26971435546875
14,20,0.2999114990234375
14,21,0.2326812744140625
14,22,0.8624267578125
14,23,0.1120452880859375
14,24,1.24676513671875
14,25,0.1982574462890625
14,26,0.231719970703125
14,27,0.2021484375
14,28,0.169921875
14,29,0.499755859375
14,30,0.1575927734375
14,31,0.144866943359375
15,0,0.51318359375
15,1,0.1681365966796875
15,2,0.10198211669921875
15,3,0.2973175048828125
15,4,0.378204345703125
15,5,1.54443359375
15,6,0.143798828125
15,7,0.158172607421875
15,8,0.2220458984375
15,9,0.2507476806640625
15,10,0.4073333740234375
15,11,0.30035400390625
15,12,0.472747802734375
15,13,0.914703369140625
15,14,0.705535888671875
15,15,0.179840087890625
15,16,0.3421630859375
15,17,0.210662841796875
15,18,0.342681884765625
15,19,0.444610595703125
15,20,0.469085693359375
15,21,0.1891021728515625
15,22,0.361907958984375
15,23,0.34619140625
15,24,0.807952880859375
15,25,0.2083740234375
15,26,0.1859588623046875
15,27,0.265380859375
15,28,0.17431640625
15,29,0.1884765625
15,30,0.484893798828125
15,31,0.685089111328125
16,0,0.46044921875
16,1,0.7384033203125
16,2,0.394866943359375
16,3,0.721923828125
16,4,1.68194580078125
16,5,0.817626953125
16,6,0.40521240234375
16,7,0.38525390625
16,8,0.282196044921875
16,9,1.07611083984375
16,10,0.6571044921875
16,11,0.566680908203125
16,12,0.314178466796875
16,13,0.679931640625
16,14,0.21319580078125
16,15,0.315093994140625
16,16,0.26495361328125
16,17,1.111541748046875
16,18,0.373779296875
16,19,1.8397216796875
16,20,0.567962646484375
16,21,0.4691619873046875
16,22,0.298370361328125
16,23,0.4183349609375
16,24,0.7510986328125
16,25,0.715576171875
16,26,0.6177978515625
16,27,1.06103515625
16,28,0.65850830078125
16,29,0.431060791015625
16,30,0.8785400390625
16,31,0.805816650390625
17,0,0.388458251953125
17,1,0.802734375
17,2,0.61871337890625
17,3,0.45953369140625
17,4,0.665008544921875
17,5,0.5360107421875
17,6,0.95428466796875
17,7,0.62908935546875
17,8,0.6375732421875
17,9,0.7183837890625
17,10,1.2802734375
17,11,1.1177978515625
17,12,1.36376953125
17,13,1.778076171875
17,14,0.491973876953125
17,15,0.77001953125
17,16,2.14251708984375
17,17,0.44970703125
17,18,1.1336669921875
17,19,0.444793701171875
17,20,0.39788818359375
17,21,0.899078369140625
