layer,head,sq_diff
0,0,3.55139491148293e-08
0,1,4.212324711261317e-09
0,2,1.4272245607571676e-09
0,3,5.004039849154651e-08
0,4,2.9111106414347887e-08
0,5,4.318962965044193e-09
0,6,2.8452632250264287e-08
0,7,7.836661097826436e-09
0,8,1.281841832678765e-08
0,9,2.4966539058368653e-08
0,10,1.0606527212075889e-08
0,11,1.620355760678649e-08
0,12,6.474510882981122e-08
0,13,9.210907592205331e-10
0,14,1.0452936294313986e-09
0,15,7.518337952205911e-09
0,16,1.0808889783220366e-08
0,17,7.360995368799195e-09
0,18,5.044421413913369e-08
0,19,5.055335350334644e-08
0,20,9.379164112033322e-09
0,21,3.1860736271482892e-09
0,22,1.0346411727368832e-08
0,23,1.4621946320403367e-08
0,24,5.1034021453233436e-09
0,25,8.483766578137875e-09
0,26,2.4281689547933638e-08
0,27,5.2923496696166694e-09
0,28,9.860741556622088e-09
0,29,8.731603884370998e-09
0,30,2.1507730707526207e-08
0,31,5.599758878815919e-09
1,0,3.6391429603099823e-07
1,1,1.432490535080433e-07
1,2,6.89688022248447e-08
1,3,1.4323450159281492e-07
1,4,2.4726614356040955e-07
1,5,2.367887645959854e-07
1,6,7.776543498039246e-07
1,7,4.963367246091366e-07
1,8,4.789762897416949e-08
1,9,2.917222445830703e-07
1,10,3.573368303477764e-07
1,11,1.2276723282411695e-07
1,12,1.6701960703358054e-08
1,13,2.589658834040165e-07
1,14,1.096515916287899e-06
1,15,5.395850166678429e-07
1,16,7.54545908421278e-07
1,17,1.9375875126570463e-07
1,18,5.800829967483878e-07
1,19,4.173489287495613e-07
1,20,8.50777723826468e-08
1,21,1.755106495693326e-07
1,22,1.8713762983679771e-07
1,23,2.205051714554429e-07
1,24,3.090826794505119e-08
1,25,8.362112566828728e-07
1,26,1.5223486116155982e-07
1,27,6.517802830785513e-07
1,28,4.854809958487749e-07
1,29,6.300397217273712e-07
1,30,2.2101448848843575e-07
1,31,3.6142409953754395e-08
2,0,0.028857409954071045
2,1,-0.014204025268554688
2,2,-0.010175824165344238
2,3,-0.048432350158691406
2,4,0.06681346893310547
2,5,0.0005194544792175293
2,6,-0.009541749954223633
2,7,-0.04583549499511719
2,8,-0.008214712142944336
2,9,-0.007765769958496094
2,10,0.055407047271728516
2,11,0.048075199127197266
2,12,-0.009638667106628418
2,13,0.0009024739265441895
2,14,0.19549131393432617
2,15,0.3287506103515625
2,16,0.07615351676940918
2,17,-0.09081065654754639
2,18,0.00040784478187561035
2,19,0.08129429817199707
2,20,0.06552934646606445
2,21,0.09336471557617188
2,22,0.2485346794128418
2,23,0.10207700729370117
2,24,0.09066307544708252
2,25,0.27959442138671875
2,26,-0.0047852396965026855
2,27,0.4016838073730469
2,28,0.0876307487487793
2,29,0.01636981964111328
2,30,0.0033755600452423096
2,31,0.030898451805114746
3,0,0.0843961238861084
3,1,0.16028833389282227
3,2,0.22213196754455566
3,3,0.2584514617919922
3,4,0.45684337615966797
3,5,0.061142921447753906
3,6,0.21703529357910156
3,7,-0.006249547004699707
3,8,0.27429676055908203
3,9,0.5422859191894531
3,10,0.11538267135620117
3,11,0.18830585479736328
3,12,-0.05389404296875
3,13,0.33399391174316406
3,14,0.23070240020751953
3,15,-0.06439018249511719
3,16,0.22847747802734375
3,17,-0.3670997619628906
3,18,0.28769731521606445
3,19,0.05780172348022461
3,20,0.10084962844848633
3,21,0.2517585754394531
3,22,-0.008198738098144531
3,23,0.06637334823608398
3,24,0.10036134719848633
3,25,1.0732994079589844
3,26,-0.04627335071563721
3,27,0.45516204833984375
3,28,-0.5212364196777344
3,29,0.5142803192138672
3,30,0.22093772888183594
3,31,-0.07197165489196777
4,0,0.08916568756103516
4,1,2.5457763671875
4,2,0.22534942626953125
4,3,0.17110347747802734
4,4,0.15020465850830078
4,5,5.924774169921875
4,6,0.5493755340576172
4,7,0.01963639259338379
4,8,-0.023824691772460938
4,9,0.7522735595703125
4,10,0.061092376708984375
4,11,-0.1735515594482422
4,12,0.5039424896240234
4,13,0.4839630126953125
4,14,0.23870849609375
4,15,0.6050605773925781
4,16,1.7602767944335938
4,17,-0.02820587158203125
4,18,0.5574398040771484
4,19,-0.3350868225097656
4,20,-0.5320396423339844
4,21,1.9423141479492188
4,22,0.20651626586914062
4,23,0.8752403259277344
4,24,0.8160667419433594
4,25,0.8331394195556641
4,26,0.3211250305175781
4,27,0.23084068298339844
4,28,0.2215595245361328
4,29,1.3416213989257812
4,30,0.15810775756835938
4,31,0.4633064270019531
5,0,0.2897682189941406
5,1,0.23177623748779297
5,2,0.3509178161621094
5,3,0.17064857482910156
5,4,0.49798583984375
5,5,0.10227584838867188
5,6,-0.4216728210449219
5,7,-0.2207050323486328
5,8,-0.3753185272216797
5,9,0.3093299865722656
5,10,0.09215831756591797
5,11,-0.052154541015625
5,12,0.8202590942382812
5,13,0.1543126106262207
5,14,0.6302223205566406
5,15,-0.34163475036621094
5,16,0.2561655044555664
5,17,0.6281719207763672
5,18,0.10414505004882812
5,19,0.6028022766113281
5,20,0.830780029296875
5,21,0.03966784477233887
5,22,0.3635406494140625
5,23,-0.1946563720703125
5,24,0.6426811218261719
5,25,1.5084342956542969
5,26,0.2675151824951172
5,27,-0.40027427673339844
5,28,-0.058521270751953125
5,29,0.29169464111328125
5,30,-0.3504638671875
5,31,-0.03130340576171875
6,0,0.17769527435302734
6,1,3.21466064453125
6,2,0.17957687377929688
6,3,0.9541301727294922
6,4,1.402435302734375
6,5,-0.037906646728515625
6,6,0.9771804809570312
6,7,0.015188217163085938
6,8,2.167266845703125
6,9,0.24251747131347656
6,10,-0.5199546813964844
6,11,0.4544076919555664
6,12,0.28983116149902344
6,13,-0.9048385620117188
6,14,0.19673538208007812
6,15,0.48314476013183594
6,16,0.42549705505371094
6,17,-1.1136207580566406
6,18,1.351470947265625
6,19,0.6017532348632812
6,20,4.376136779785156
6,21,0.25325775146484375
6,22,0.5887069702148438
6,23,0.40072059631347656
6,24,0.3306694030761719
6,25,0.013824462890625
6,26,0.4618339538574219
6,27,0.18558311462402344
6,28,0.6858673095703125
6,29,-0.06605148315429688
6,30,1.1918354034423828
6,31,-0.3894195556640625
7,0,-1.5628585815429688
7,1,0.2878570556640625
7,2,0.682037353515625
7,3,0.9117050170898438
7,4,0.49490928649902344
7,5,-0.31616973876953125
7,6,0.3903617858886719
7,7,-0.106781005859375
7,8,-0.05426025390625
7,9,0.6045770645141602
7,10,2.5027923583984375
7,11,0.5224189758300781
7,12,0.24917030334472656
7,13,0.26795196533203125
7,14,2.1683273315429688
7,15,0.6595535278320312
7,16,0.9288215637207031
7,17,1.1101531982421875
7,18,0.8880882263183594
7,19,-0.8051185607910156
7,20,0.25006103515625
7,21,1.1103057861328125
7,22,0.0652008056640625
7,23,1.1135482788085938
7,24,0.17873573303222656
7,25,0.8700637817382812
7,26,-0.8505210876464844
7,27,0.082763671875
7,28,0.7195091247558594
7,29,1.4755973815917969
7,30,0.293670654296875
7,31,-0.6625442504882812
8,0,-0.1776123046875
8,1,-0.54681396484375
8,2,-0.643768310546875
8,3,-1.1933670043945312
8,4,2.88043212890625
8,5,-2.121246337890625
8,6,1.7379188537597656
8,7,-0.14127731323242188
8,8,-0.5103340148925781
8,9,-0.11236190795898438
8,10,0.5295219421386719
8,11,0.06488990783691406
8,12,-1.4333038330078125
8,13,1.8541259765625
8,14,1.67999267578125
8,15,0.3765449523925781
8,16,-0.9693603515625
8,17,0.5483016967773438
8,18,0.609466552734375
8,19,2.4766998291015625
8,20,1.2253761291503906
8,21,0.3217792510986328
8,22,0.5675697326660156
8,23,-0.8068046569824219
8,24,2.3520965576171875
8,25,-1.0365524291992188
8,26,2.1494827270507812
8,27,-0.5122871398925781
8,28,0.8661651611328125
8,29,0.9711647033691406
8,30,-1.1860733032226562
8,31,-1.5626068115234375
9,0,-1.5857772827148438
9,1,-0.7978134155273438
9,2,0.47658538818359375
9,3,-0.23267364501953125
9,4,1.0028610229492188
9,5,0.35259246826171875
9,6,0.3637237548828125
9,7,0.7734375
9,8,-2.1757965087890625
9,9,-0.22243499755859375
9,10,1.826904296875
9,11,0.64520263671875
9,12,0.4206390380859375
9,13,0.8923110961914062
9,14,1.733917236328125
9,15,0.5930938720703125
9,16,0.16473007202148438
9,17,-0.8759765625
9,18,0.29190826416015625
9,19,0.6453056335449219
9,20,1.8951492309570312
9,21,1.7290496826171875
9,22,1.6320037841796875
9,23,-1.006378173828125
9,24,0.4828071594238281
9,25,-0.5111846923828125
9,26,2.4474868774414062
9,27,0.4477272033691406
9,28,1.8073387145996094
9,29,4.513671875
9,30,11.416778564453125
9,31,3.9860610961914062
10,0,2.884002685546875
10,1,0.13545799255371094
10,2,-0.3975067138671875
10,3,3.7483673095703125
10,4,1.8614654541015625
10,5,-1.0858001708984375
10,6,-1.6840972900390625
10,7,1.4474334716796875
10,8,0.8510360717773438
10,9,-1.8793106079101562
10,10,2.7757720947265625
10,11,3.9649734497070312
10,12,1.1114578247070312
10,13,0.1509857177734375
10,14,0.395751953125
10,15,2.564422607421875
10,16,-3.35113525390625
10,17,-1.3792343139648438
10,18,1.3036651611328125
10,19,0.2503662109375
10,20,-0.03482818603515625
10,21,-1.906494140625
10,22,2.9280319213867188
10,23,3.178985595703125
10,24,-0.027374267578125
10,25,-0.5263442993164062
10,26,-0.0830230712890625
10,27,-0.1077880859375
10,28,-1.6449966430664062
10,29,-0.909149169921875
10,30,-2.071319580078125
10,31,0.125732421875
11,0,2.6668701171875
11,1,-2.80047607421875
11,2,1.28839111328125
11,3,0.9882736206054688
11,4,1.0454177856445312
11,5,3.054168701171875
11,6,-0.4071083068847656
11,7,2.0221481323242188
11,8,-0.7657623291015625
11,9,1.6895217895507812
11,10,0.2881011962890625
11,11,5.0210418701171875
11,12,0.7836151123046875
11,13,0.19818115234375
11,14,5.37933349609375
11,15,16.08905029296875
11,16,4.701995849609375
11,17,0.992828369140625
11,18,1.412872314453125
11,19,-1.5090866088867188
11,20,0.6670913696289062
11,21,0.9100418090820312
11,22,-0.1257476806640625
11,23,5.070281982421875
11,24,1.012298583984375
11,25,-1.1862030029296875
11,26,-0.01877593994140625
11,27,0.9729385375976562
11,28,0.6375732421875
11,29,-0.27679443359375
11,30,4.9532012939453125
11,31,1.1310272216796875
12,0,1.9597854614257812
12,1,1.4916305541992188
12,2,7.2003173828125
12,3,0.44034576416015625
12,4,1.228668212890625
12,5,-0.5169448852539062
12,6,0.28533935546875
12,7,2.440338134765625
12,8,0.4916839599609375
12,9,-3.2283477783203125
12,10,0.789337158203125
12,11,-0.1577911376953125
12,12,5.03912353515625
12,13,1.45806884765625
12,14,5.514434814453125
12,15,6.878173828125
12,16,5.865509033203125
12,17,-2.57177734375
12,18,-1.2212982177734375
12,19,-0.23764801025390625
12,20,-0.36521148681640625
12,21,2.102142333984375
12,22,1.3580551147460938
12,23,-1.48126220703125
12,24,-1.2613525390625
12,25,-1.922271728515625
12,26,4.7308807373046875
12,27,0.56304931640625
12,28,7.1323089599609375
12,29,-1.978179931640625
12,30,-0.31984710693359375
12,31,1.145965576171875
13,0,2.72979736328125
13,1,0.9070281982421875
13,2,8.909515380859375
13,3,4.181427001953125
13,4,1.3770904541015625
13,5,2.452728271484375
13,6,0.537841796875
13,7,-0.449981689453125
13,8,3.3040313720703125
13,9,3.4346542358398438
13,10,0.6543426513671875
13,11,-3.845428466796875
13,12,6.151458740234375
13,13,-0.4084014892578125
13,14,-0.1941070556640625
13,15,0.774200439453125
13,16,-1.6017990112304688
13,17,9.5592041015625
13,18,2.996246337890625
13,19,2.340545654296875
13,20,3.09173583984375
13,21,4.217376708984375
13,22,1.175689697265625
13,23,-2.7060699462890625
13,24,-0.5064239501953125
13,25,0.4946136474609375
13,26,0.22918701171875
13,27,0.9337234497070312
13,28,-0.8248291015625
13,29,0.508056640625
13,30,0.5255279541015625
13,31,0.73663330078125
14,0,-0.38732147216796875
14,1,9.3968505859375
14,2,7.815338134765625
14,3,-6.394073486328125
14,4,-2.135345458984375
14,5,1.1123809814453125
14,6,4.91705322265625
14,7,4.4398193359375
14,8,3.33111572265625
14,9,0.843597412109375
14,10,0.98388671875
14,11,-1.0818328857421875
14,12,-5.015289306640625
14,13,8.10943603515625
14,14,-0.1372528076171875
14,15,3.160430908203125
14,16,14.8973388671875
14,17,1.6401214599609375
14,18,-3.3616943359375
14,19,-2.573944091796875
14,20,2.6789398193359375
14,21,-4.0305328369140625
14,22,6.661712646484375
14,23,-0.22301483154296875
14,24,10.64544677734375
14,25,2.0648956298828125
14,26,0.216827392578125
14,27,-2.34136962890625
14,28,-1.6878204345703125
14,29,7.159576416015625
